cus_id_no,prim_acc_no,acc_opened_dt,acc_closed_dt,acc_link_created_dt,acc_link_end_dt,data_source_cde,data_source_ctry,created_dt
39938904042,1284427268373,2003-11-19T00:00:00.000+00:00,,2003-11-19T00:00:00.000+00:00,,CUST ACCT LINK,AU,2003-11-19T00:00:00.000+00:00
32621740124,1288930081926,2006-02-18T00:00:00.000+00:00,,2006-02-18T00:00:00.000+00:00,,CUST ACCT LINK,CA,2006-02-18T00:00:00.000+00:00
85224019426,1294662312720,2000-10-20T00:00:00.000+00:00,,2000-10-20T00:00:00.000+00:00,,CUST ACCT LINK,US,2000-10-20T00:00:00.000+00:00
59166040443,1312041247012,2004-03-13T00:00:00.000+00:00,,2004-03-13T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2004-03-13T00:00:00.000+00:00
40961716875,1381870734512,2004-03-19T00:00:00.000+00:00,,2004-03-19T00:00:00.000+00:00,,CUST ACCT LINK,US,2004-03-19T00:00:00.000+00:00
29158490618,1507424173327,2008-06-02T00:00:00.000+00:00,,2008-06-02T00:00:00.000+00:00,,CUST ACCT LINK,US,2008-06-02T00:00:00.000+00:00
21557430479,1529419582526,2004-10-19T00:00:00.000+00:00,,2004-10-19T00:00:00.000+00:00,,CUST ACCT LINK,US,2004-10-19T00:00:00.000+00:00
44010456629,1537334600451,1990-03-05T00:00:00.000+00:00,2000-07-05T00:00:00.000+00:00,1990-03-05T00:00:00.000+00:00,2000-07-05T00:00:00.000+00:00,CUST ACCT LINK,AT,1990-03-05T00:00:00.000+00:00
44010456629,1542643466380,1990-03-05T00:00:00.000+00:00,2000-07-05T00:00:00.000+00:00,1990-03-05T00:00:00.000+00:00,2000-07-05T00:00:00.000+00:00,CUST ACCT LINK,AT,1990-03-05T00:00:00.000+00:00
18020816391,1602897419671,1992-03-26T00:00:00.000+00:00,2004-12-03T00:00:00.000+00:00,1992-03-26T00:00:00.000+00:00,2004-12-03T00:00:00.000+00:00,CUST ACCT LINK,US,1992-03-26T00:00:00.000+00:00
79384348776,1606168478342,1997-03-12T00:00:00.000+00:00,2000-02-10T00:00:00.000+00:00,1997-03-12T00:00:00.000+00:00,2000-02-10T00:00:00.000+00:00,CUST ACCT LINK,AU,1997-03-12T00:00:00.000+00:00
1846923330,1606611314396,2008-09-10T00:00:00.000+00:00,,2008-09-10T00:00:00.000+00:00,,CUST ACCT LINK,NO,2008-09-10T00:00:00.000+00:00
73057160914,1615181428844,2003-11-21T00:00:00.000+00:00,,2003-11-21T00:00:00.000+00:00,,CUST ACCT LINK,PT,2003-11-21T00:00:00.000+00:00
83253196125,1652574704093,2007-04-12T00:00:00.000+00:00,,2007-04-12T00:00:00.000+00:00,,CUST ACCT LINK,NL,2007-04-12T00:00:00.000+00:00
20914726329,1689906670099,2009-10-10T00:00:00.000+00:00,,2009-10-10T00:00:00.000+00:00,,CUST ACCT LINK,US,2009-10-10T00:00:00.000+00:00
22251023262,1711054910373,1990-04-04T00:00:00.000+00:00,1998-09-11T00:00:00.000+00:00,1990-04-04T00:00:00.000+00:00,1998-09-11T00:00:00.000+00:00,CUST ACCT LINK,IT,1990-04-04T00:00:00.000+00:00
83302944841,1723041863699,1991-07-22T00:00:00.000+00:00,1993-07-04T00:00:00.000+00:00,1991-07-22T00:00:00.000+00:00,1993-07-04T00:00:00.000+00:00,CUST ACCT LINK,AU,1991-07-22T00:00:00.000+00:00
2993905759,1749470910380,2000-02-03T00:00:00.000+00:00,,2000-02-03T00:00:00.000+00:00,,CUST ACCT LINK,AU,2000-02-03T00:00:00.000+00:00
90423192089,1787396071343,1990-01-21T00:00:00.000+00:00,1998-06-20T00:00:00.000+00:00,1990-01-21T00:00:00.000+00:00,1998-06-20T00:00:00.000+00:00,CUST ACCT LINK,AU,1990-01-21T00:00:00.000+00:00
4497623749,1788292930052,2001-08-02T00:00:00.000+00:00,,2001-08-02T00:00:00.000+00:00,,CUST ACCT LINK,US,2001-08-02T00:00:00.000+00:00
38018663303,1808496028251,1997-04-20T00:00:00.000+00:00,,1997-04-20T00:00:00.000+00:00,,CUST ACCT LINK,IT,1997-04-20T00:00:00.000+00:00
12290603995,1813282518754,2005-11-12T00:00:00.000+00:00,,2005-11-12T00:00:00.000+00:00,,CUST ACCT LINK,US,2005-11-12T00:00:00.000+00:00
41012021346,1827151953926,1999-01-16T00:00:00.000+00:00,,1999-01-16T00:00:00.000+00:00,,CUST ACCT LINK,AU,1999-01-16T00:00:00.000+00:00
27113273095,1856243027972,1990-12-15T00:00:00.000+00:00,2006-08-14T00:00:00.000+00:00,1990-12-15T00:00:00.000+00:00,2006-08-14T00:00:00.000+00:00,CUST ACCT LINK,NL,1990-12-15T00:00:00.000+00:00
40393705024,1867975578118,2001-07-15T00:00:00.000+00:00,,2001-07-15T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2001-07-15T00:00:00.000+00:00
59620887243,1943956536332,2000-06-04T00:00:00.000+00:00,,2000-06-04T00:00:00.000+00:00,,CUST ACCT LINK,AU,2000-06-04T00:00:00.000+00:00
20748746817,1971136114537,1998-06-08T00:00:00.000+00:00,,1998-06-08T00:00:00.000+00:00,,CUST ACCT LINK,FI,1998-06-08T00:00:00.000+00:00
45111947598,1982617070536,1991-10-22T00:00:00.000+00:00,2003-09-27T00:00:00.000+00:00,1991-10-22T00:00:00.000+00:00,2003-09-27T00:00:00.000+00:00,CUST ACCT LINK,US,1991-10-22T00:00:00.000+00:00
75320034553,1984020387141,2001-07-26T00:00:00.000+00:00,,2001-07-26T00:00:00.000+00:00,,CUST ACCT LINK,AU,2001-07-26T00:00:00.000+00:00
25103650679,2011386117078,2006-06-10T00:00:00.000+00:00,,2006-06-10T00:00:00.000+00:00,,CUST ACCT LINK,CA,2006-06-10T00:00:00.000+00:00
26241578382,2025592350659,2004-02-07T00:00:00.000+00:00,,2004-02-07T00:00:00.000+00:00,,CUST ACCT LINK,NO,2004-02-07T00:00:00.000+00:00
18845113323,2027157823337,1995-12-25T00:00:00.000+00:00,2006-04-20T00:00:00.000+00:00,1995-12-25T00:00:00.000+00:00,2006-04-20T00:00:00.000+00:00,CUST ACCT LINK,US,1995-12-25T00:00:00.000+00:00
64204636416,2034563215543,2000-11-10T00:00:00.000+00:00,,2000-11-10T00:00:00.000+00:00,,CUST ACCT LINK,AU,2000-11-10T00:00:00.000+00:00
12476794058,2041307964791,2004-03-22T00:00:00.000+00:00,,2004-03-22T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2004-03-22T00:00:00.000+00:00
87056186175,2042108716909,2005-04-03T00:00:00.000+00:00,,2005-04-03T00:00:00.000+00:00,,CUST ACCT LINK,AU,2005-04-03T00:00:00.000+00:00
17101385015,2133058140160,2003-11-02T00:00:00.000+00:00,,2003-11-02T00:00:00.000+00:00,,CUST ACCT LINK,AU,2003-11-02T00:00:00.000+00:00
93574390601,2202104313116,1994-12-14T00:00:00.000+00:00,1995-06-18T00:00:00.000+00:00,1994-12-14T00:00:00.000+00:00,1995-06-18T00:00:00.000+00:00,CUST ACCT LINK,US,1994-12-14T00:00:00.000+00:00
22114857009,2240821852148,1993-03-01T00:00:00.000+00:00,2000-03-21T00:00:00.000+00:00,1993-03-01T00:00:00.000+00:00,2000-03-21T00:00:00.000+00:00,CUST ACCT LINK,AU,1993-03-01T00:00:00.000+00:00
43265070816,2281249595646,1993-02-27T00:00:00.000+00:00,,1993-02-27T00:00:00.000+00:00,,CUST ACCT LINK,US,1993-02-27T00:00:00.000+00:00
4676434896,2335690132795,2003-01-17T00:00:00.000+00:00,,2003-01-17T00:00:00.000+00:00,,CUST ACCT LINK,PL,2003-01-17T00:00:00.000+00:00
61898005448,2360515662146,2001-01-15T00:00:00.000+00:00,,2001-01-15T00:00:00.000+00:00,,CUST ACCT LINK,US,2001-01-15T00:00:00.000+00:00
87071091015,2387225360802,1992-02-23T00:00:00.000+00:00,1999-06-10T00:00:00.000+00:00,1992-02-23T00:00:00.000+00:00,1999-06-10T00:00:00.000+00:00,CUST ACCT LINK,AU,1992-02-23T00:00:00.000+00:00
57759137561,2408207041079,1993-12-06T00:00:00.000+00:00,,1993-12-06T00:00:00.000+00:00,,CUST ACCT LINK,US,1993-12-06T00:00:00.000+00:00
80055017821,2435276003024,2001-09-26T00:00:00.000+00:00,,2001-09-26T00:00:00.000+00:00,,CUST ACCT LINK,ZA,2001-09-26T00:00:00.000+00:00
90257606143,2449305821154,1996-02-10T00:00:00.000+00:00,2000-02-18T00:00:00.000+00:00,1996-02-10T00:00:00.000+00:00,2000-02-18T00:00:00.000+00:00,CUST ACCT LINK,BE,1996-02-10T00:00:00.000+00:00
5790297468,2479442698176,1999-08-14T00:00:00.000+00:00,,1999-08-14T00:00:00.000+00:00,,CUST ACCT LINK,FI,1999-08-14T00:00:00.000+00:00
14127469555,2503543855569,2003-12-21T00:00:00.000+00:00,,2003-12-21T00:00:00.000+00:00,,CUST ACCT LINK,AU,2003-12-21T00:00:00.000+00:00
40685392789,2522143992594,2005-07-23T00:00:00.000+00:00,,2005-07-23T00:00:00.000+00:00,,CUST ACCT LINK,IT,2005-07-23T00:00:00.000+00:00
5085464662,2626086607979,2004-11-26T00:00:00.000+00:00,,2004-11-26T00:00:00.000+00:00,,CUST ACCT LINK,AU,2004-11-26T00:00:00.000+00:00
40102897344,2732375450128,1994-01-06T00:00:00.000+00:00,1998-10-18T00:00:00.000+00:00,1994-01-06T00:00:00.000+00:00,1998-10-18T00:00:00.000+00:00,CUST ACCT LINK,AU,1994-01-06T00:00:00.000+00:00
92127725647,2736848582393,1996-11-08T00:00:00.000+00:00,,1996-11-08T00:00:00.000+00:00,,CUST ACCT LINK,US,1996-11-08T00:00:00.000+00:00
58615812555,2751523943714,2004-06-20T00:00:00.000+00:00,,2004-06-20T00:00:00.000+00:00,,CUST ACCT LINK,AU,2004-06-20T00:00:00.000+00:00
99481298382,2812946643872,2005-08-09T00:00:00.000+00:00,,2005-08-09T00:00:00.000+00:00,,CUST ACCT LINK,US,2005-08-09T00:00:00.000+00:00
84797210526,2841149909441,2007-02-20T00:00:00.000+00:00,,2007-02-20T00:00:00.000+00:00,,CUST ACCT LINK,US,2007-02-20T00:00:00.000+00:00
47073783236,2924026488273,2002-05-04T00:00:00.000+00:00,,2002-05-04T00:00:00.000+00:00,,CUST ACCT LINK,AU,2002-05-04T00:00:00.000+00:00
9940751142,2926660281432,2006-03-24T00:00:00.000+00:00,,2006-03-24T00:00:00.000+00:00,,CUST ACCT LINK,AT,2006-03-24T00:00:00.000+00:00
1846923330,2929722277589,2008-09-10T00:00:00.000+00:00,,2008-09-10T00:00:00.000+00:00,,CUST ACCT LINK,NO,2008-09-10T00:00:00.000+00:00
41893526232,2931195994245,1991-06-21T00:00:00.000+00:00,1991-07-08T00:00:00.000+00:00,1991-06-21T00:00:00.000+00:00,1991-07-08T00:00:00.000+00:00,CUST ACCT LINK,CA,1991-06-21T00:00:00.000+00:00
80241108847,2972576884922,1999-07-02T00:00:00.000+00:00,2009-10-20T00:00:00.000+00:00,1999-07-02T00:00:00.000+00:00,2009-10-20T00:00:00.000+00:00,CUST ACCT LINK,US,1999-07-02T00:00:00.000+00:00
19283560980,2972679517233,1998-07-03T00:00:00.000+00:00,2000-11-22T00:00:00.000+00:00,1998-07-03T00:00:00.000+00:00,2000-11-22T00:00:00.000+00:00,CUST ACCT LINK,ZA,1998-07-03T00:00:00.000+00:00
45111947598,3003708722880,1991-10-22T00:00:00.000+00:00,2003-09-27T00:00:00.000+00:00,1991-10-22T00:00:00.000+00:00,2003-09-27T00:00:00.000+00:00,CUST ACCT LINK,US,1991-10-22T00:00:00.000+00:00
65121733875,3022576750044,1992-10-04T00:00:00.000+00:00,,1992-10-04T00:00:00.000+00:00,,CUST ACCT LINK,US,1992-10-04T00:00:00.000+00:00
47757334978,3030524197895,2004-05-09T00:00:00.000+00:00,,2004-05-09T00:00:00.000+00:00,,CUST ACCT LINK,AU,2004-05-09T00:00:00.000+00:00
43295455691,3042633762115,1992-05-08T00:00:00.000+00:00,1999-04-19T00:00:00.000+00:00,1992-05-08T00:00:00.000+00:00,1999-04-19T00:00:00.000+00:00,CUST ACCT LINK,US,1992-05-08T00:00:00.000+00:00
19237087707,3100771951957,2008-07-25T00:00:00.000+00:00,,2008-07-25T00:00:00.000+00:00,,CUST ACCT LINK,BE,2008-07-25T00:00:00.000+00:00
40144245666,3124760934875,2008-04-07T00:00:00.000+00:00,,2008-04-07T00:00:00.000+00:00,,CUST ACCT LINK,US,2008-04-07T00:00:00.000+00:00
17231032801,3128216906896,2002-09-24T00:00:00.000+00:00,,2002-09-24T00:00:00.000+00:00,,CUST ACCT LINK,PT,2002-09-24T00:00:00.000+00:00
71676649597,3189531761799,1993-05-14T00:00:00.000+00:00,2007-09-08T00:00:00.000+00:00,1993-05-14T00:00:00.000+00:00,2007-09-08T00:00:00.000+00:00,CUST ACCT LINK,US,1993-05-14T00:00:00.000+00:00
31792028160,3233753709137,1994-03-11T00:00:00.000+00:00,2006-12-24T00:00:00.000+00:00,1994-03-11T00:00:00.000+00:00,2006-12-24T00:00:00.000+00:00,CUST ACCT LINK,NL,1994-03-11T00:00:00.000+00:00
49228001891,3261591115035,2005-07-26T00:00:00.000+00:00,,2005-07-26T00:00:00.000+00:00,,CUST ACCT LINK,DK,2005-07-26T00:00:00.000+00:00
64274508068,3303874240865,2002-12-01T00:00:00.000+00:00,,2002-12-01T00:00:00.000+00:00,,CUST ACCT LINK,US,2002-12-01T00:00:00.000+00:00
53238457502,3304540536871,2008-01-05T00:00:00.000+00:00,,2008-01-05T00:00:00.000+00:00,,CUST ACCT LINK,US,2008-01-05T00:00:00.000+00:00
16465169450,3379650488076,1996-02-03T00:00:00.000+00:00,2005-11-04T00:00:00.000+00:00,1996-02-03T00:00:00.000+00:00,2005-11-04T00:00:00.000+00:00,CUST ACCT LINK,US,1996-02-03T00:00:00.000+00:00
65320855061,3399803249500,2009-10-12T00:00:00.000+00:00,,2009-10-12T00:00:00.000+00:00,,CUST ACCT LINK,US,2009-10-12T00:00:00.000+00:00
6054228577,3404103334717,1990-07-21T00:00:00.000+00:00,1996-06-02T00:00:00.000+00:00,1990-07-21T00:00:00.000+00:00,1996-06-02T00:00:00.000+00:00,CUST ACCT LINK,SE,1990-07-21T00:00:00.000+00:00
73403563758,3431318530563,1993-05-24T00:00:00.000+00:00,2006-07-05T00:00:00.000+00:00,1993-05-24T00:00:00.000+00:00,2006-07-05T00:00:00.000+00:00,CUST ACCT LINK,US,1993-05-24T00:00:00.000+00:00
36727311779,3433523011811,1995-08-19T00:00:00.000+00:00,2003-01-05T00:00:00.000+00:00,1995-08-19T00:00:00.000+00:00,2003-01-05T00:00:00.000+00:00,CUST ACCT LINK,PT,1995-08-19T00:00:00.000+00:00
61965212784,3435532628727,2001-03-03T00:00:00.000+00:00,,2001-03-03T00:00:00.000+00:00,,CUST ACCT LINK,AU,2001-03-03T00:00:00.000+00:00
25259619871,3435532628728,2000-06-22T00:00:00.000+00:00,,2000-06-22T00:00:00.000+00:00,,CUST ACCT LINK,US,2000-06-22T00:00:00.000+00:00
66743373820,3444891740656,1996-11-01T00:00:00.000+00:00,1997-12-22T00:00:00.000+00:00,1996-11-01T00:00:00.000+00:00,1997-12-22T00:00:00.000+00:00,CUST ACCT LINK,DE,1996-11-01T00:00:00.000+00:00
93992827635,3462912445492,2004-09-02T00:00:00.000+00:00,,2004-09-02T00:00:00.000+00:00,,CUST ACCT LINK,PT,2004-09-02T00:00:00.000+00:00
30571106807,3521417410482,1995-12-19T00:00:00.000+00:00,2006-01-04T00:00:00.000+00:00,1995-12-19T00:00:00.000+00:00,2006-01-04T00:00:00.000+00:00,CUST ACCT LINK,AT,1995-12-19T00:00:00.000+00:00
72953705679,3531337678613,2004-07-14T00:00:00.000+00:00,,2004-07-14T00:00:00.000+00:00,,CUST ACCT LINK,US,2004-07-14T00:00:00.000+00:00
75092359628,3570044438121,2009-01-18T00:00:00.000+00:00,,2009-01-18T00:00:00.000+00:00,,CUST ACCT LINK,US,2009-01-18T00:00:00.000+00:00
20793890636,3608676383761,1991-06-24T00:00:00.000+00:00,2005-08-26T00:00:00.000+00:00,1991-06-24T00:00:00.000+00:00,2005-08-26T00:00:00.000+00:00,CUST ACCT LINK,GB,1991-06-24T00:00:00.000+00:00
55882301379,3614074038239,1990-07-02T00:00:00.000+00:00,2002-09-26T00:00:00.000+00:00,1990-07-02T00:00:00.000+00:00,2002-09-26T00:00:00.000+00:00,CUST ACCT LINK,AU,1990-07-02T00:00:00.000+00:00
42107661098,3633945105382,2007-02-09T00:00:00.000+00:00,,2007-02-09T00:00:00.000+00:00,,CUST ACCT LINK,AU,2007-02-09T00:00:00.000+00:00
22229991028,3647548839857,2002-10-22T00:00:00.000+00:00,,2002-10-22T00:00:00.000+00:00,,CUST ACCT LINK,DE,2002-10-22T00:00:00.000+00:00
32513087693,3687341955015,2000-08-19T00:00:00.000+00:00,,2000-08-19T00:00:00.000+00:00,,CUST ACCT LINK,US,2000-08-19T00:00:00.000+00:00
79977816038,3704605558068,2007-08-11T00:00:00.000+00:00,,2007-08-11T00:00:00.000+00:00,,CUST ACCT LINK,GB,2007-08-11T00:00:00.000+00:00
45033123671,3737485047085,1993-05-10T00:00:00.000+00:00,2003-09-17T00:00:00.000+00:00,1993-05-10T00:00:00.000+00:00,2003-09-17T00:00:00.000+00:00,CUST ACCT LINK,AU,1993-05-10T00:00:00.000+00:00
3659049181,3752118900159,1992-06-02T00:00:00.000+00:00,2000-11-04T00:00:00.000+00:00,1992-06-02T00:00:00.000+00:00,2000-11-04T00:00:00.000+00:00,CUST ACCT LINK,US,1992-06-02T00:00:00.000+00:00
14288926095,3769354900477,1994-06-12T00:00:00.000+00:00,2008-01-11T00:00:00.000+00:00,1994-06-12T00:00:00.000+00:00,2008-01-11T00:00:00.000+00:00,CUST ACCT LINK,AU,1994-06-12T00:00:00.000+00:00
55891518394,3771705130608,1999-10-07T00:00:00.000+00:00,,1999-10-07T00:00:00.000+00:00,,CUST ACCT LINK,US,1999-10-07T00:00:00.000+00:00
18536679893,3822658859756,2008-12-09T00:00:00.000+00:00,,2008-12-09T00:00:00.000+00:00,,CUST ACCT LINK,US,2008-12-09T00:00:00.000+00:00
